Priority,Score,PANCE Yield,System,Subcategory,Condition,Missing Fields
35,65,0,"DERM","Uncategorized","Peau dOrange","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"MSK","Uncategorized","Fetal Alcohol Syndrome","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"CV","Uncategorized","Short QT Syndrome","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"CV","Conduction Disorders / Dysrhythmias","Left Posterior Fascicular Block (LPFB)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEENT","Uncategorized","Hollenhorst Plaque","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEENT","Uncategorized","Leukocoria","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"ENDO","Uncategorized","Pellagra","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEENT","Uncategorized","Ranula","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"GI","Biliary Disorders","Porcelain Gallbladder","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"MSK","Uncategorized","Genu Varum (Bowlegs)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"PULM","Uncategorized","Primary Tuberculosis (Ghon Complex)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"GI","Uncategorized","Metastatic GI Cancer","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"MSK","Uncategorized","Genu Valgum (Knock Knees)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"MSK","Uncategorized","Olecranon Bursitis","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEENT","Uncategorized","Gingival Hyperplasia","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"PSYCH","Uncategorized","Methamphetamine Use Disorder","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"ENDO","Uncategorized","Bitot Spots (Vitamin A Deficiency)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEME","Uncategorized","Neuroblastoma","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEENT","Uncategorized","Benign Paroxysmal Positional Vertigo (BPPV)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"HEENT","Uncategorized","Auricular Hematoma (Cauliflower Ear)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"DERM","Uncategorized","Strawberry Hemangioma","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"MSK","Uncategorized","Pseudogout (CPPD)","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"GI","Uncategorized","Esophageal Foreign Body Ingestion","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"MSK","Uncategorized","Salter-Harris Fractures","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"REPRO","Uncategorized","Caput Succedaneum","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"NEURO","Uncategorized","CN III Palsy","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
35,65,0,"CV","Congenital Heart Disease","Transposition of the Great Arteries","gold_standard_dx, first_line_rx, classic_patient, clinical_pearls, best_initial_test, classic_triad, pathophysiology, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
25,75,0,"MSK","Uncategorized","Monteggia Fracture","classic_patient, clinical_pearls, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Entropion","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"CV","Uncategorized","Pericardial Effusion","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"DERM","Infectious Diseases","Breast Abscess","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"MSK","Uncategorized","Scaphoid Fracture","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Dacryocystitis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"DERM","Uncategorized","Felon","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"DERM","Uncategorized","Infectious Tenosynovitis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"ENDO","Uncategorized","Congenital Hypothyroidism","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"ID","Uncategorized","Babesiosis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"MSK","Uncategorized","Galeazzi Fracture","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Hordeolum (Stye)","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Ectropion","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Leukoplakia","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"GU","Uncategorized","Inguinal Hernia","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"GI","Esophagus","Mallory-Weiss Tear","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEME","Uncategorized","Wilms Tumor","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"NEURO","Uncategorized","Myasthenia Gravis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Diabetic Retinopathy","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Chalazion","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"MSK","Uncategorized","Smith Fracture","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"MSK","Uncategorized","Torticollis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"HEENT","Uncategorized","Papilledema","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"DERM","Uncategorized","Neurofibromatosis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"DERM","Uncategorized","Dermatitis Herpetiformis","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"NEURO","Uncategorized","Tetanus","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"REPRO","Uncategorized","Placental Abruption","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
22,78,0,"MSK","Uncategorized","Turner Syndrome","classic_patient, classic_triad, etiology, epidemiology, physicalExam, complications, prognosis, differentialDiagnosis, mnemonic"
10,90,0,"CV","ECG","Right Atrial Enlargement (RAE)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Anterior STEMI","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Hypocalcemia (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Asystole","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Junctional Rhythm","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Pulmonary Embolism (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Hypothermia (Osborn/J Waves)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Hypokalemia (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Wellens Syndrome","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Sinus Arrhythmia","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Pericarditis (ECG pattern)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Left Ventricular Hypertrophy (LVH)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Hyperkalemia (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Digoxin Effect (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Pericardial Effusion (Low Voltage/Electrical Alternans)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Early Repolarization","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","ST Depression (Ischemia)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","De Winter T Waves","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Conduction Disorders / Dysrhythmias","Supraventricular Tachycardia (SVT)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Wandering Atrial Pacemaker","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Digoxin Toxicity (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Accelerated Idioventricular Rhythm (AIVR)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Left Atrial Enlargement (LAE)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Pulseless Electrical Activity (PEA)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Posterior STEMI","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Lateral STEMI","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Right Ventricular Hypertrophy (RVH)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Hypercalcemia (ECG)","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","Acute Coronary Syndrome","Inferior STEMI","classic_triad, etiology, epidemiology, mnemonic"
10,90,0,"CV","ECG","Idioventricular Rhythm","classic_triad, etiology, epidemiology, mnemonic"
6,98,3,"CV","Cardiomyopathy","Stress Cardiomyopathy","classic_triad"
6,98,3,"MSK","Uncategorized","Boxer Fracture","classic_triad"
6,98,3,"ID","Uncategorized","Long COVID","classic_triad"
6,98,3,"ID","Uncategorized","Mpox","classic_triad"
6,98,3,"GI","Uncategorized","Cannabinoid Hyperemesis Syndrome","classic_triad"
6,98,3,"PULM","Uncategorized","Bronchiolitis","classic_triad"
6,98,3,"PULM","Uncategorized","EVALI","classic_triad"
4,98,2,"PSYCH","Substance Use - Opioids","Kratom Use Disorder","classic_triad"
4,98,2,"PSYCH","Uncategorized","Gender Dysphoria","classic_triad"
4,98,2,"CV","Uncategorized","Mass Casualty Triage","classic_triad"
4,98,2,"CV","Conduction Disorders / Dysrhythmias","Multifocal Atrial Tachycardia","classic_triad"
4,98,2,"PSYCH","Substance Use - Stimulants","Synthetic Cathinone Toxicity","classic_triad"
0,100,3,"DERM","Uncategorized","Tinea Corporis (Ringworm)",""
0,100,3,"MSK","Uncategorized","Achilles Tendon Rupture",""
0,100,3,"MSK","Uncategorized","Spondylolisthesis",""
0,100,3,"PSYCH","Uncategorized","Cannabis Use Disorder",""
0,100,3,"GU","Uncategorized","Testicular Torsion",""
0,100,3,"HEENT","Obstructive Pulmonary Diseases","Obstructive Sleep Apnea (ENT Perspective)",""
0,100,0,"MSK","Uncategorized","Avascular Necrosis AVN",""
0,100,3,"PSYCH","Uncategorized","Catatonia",""
0,100,3,"GU","Uncategorized","Torsion of Appendix Testis",""
0,100,3,"PULM","Infectious Disorders","Hospital-Acquired Pneumonia",""
0,100,3,"HEENT","Uncategorized","Diabetic Retinopathy – Nonproliferative",""
0,100,3,"GU","Uncategorized","Ureteral Stone",""
0,100,3,"PSYCH","Uncategorized","Intellectual Disability (Intellectual Developmental Disorder)",""
0,100,3,"HEENT","Hypertension","Hypertensive Retinopathy",""
0,100,3,"HEENT","Uncategorized","Keratitis",""
0,100,3,"HEENT","Uncategorized","Malignant (Necrotizing) Otitis Externa",""
0,100,3,"HEME","Uncategorized","Monoclonal Gammopathy of Undetermined Significance (MGUS)",""
0,100,3,"HEENT","Uncategorized","Noise-Induced Hearing Loss",""
0,100,3,"MSK","Uncategorized","Ankle Fracture (Bimalleolar/Trimalleolar)",""
0,100,3,"HEME","Uncategorized","Acute Chest Syndrome (Sickle Cell Disease)",""
0,100,3,"PSYCH","Uncategorized","Narcissistic Personality Disorder",""
0,100,3,"MSK","Uncategorized","Anterior Cruciate Ligament (ACL) Tear",""
0,100,3,"MSK","Uncategorized","Carpal Tunnel Syndrome",""
0,100,2,"MSK","Uncategorized","Microscopic Polyangiitis",""
0,100,3,"MSK","Uncategorized","Hip Dislocation",""
0,100,3,"PSYCH","Uncategorized","Obsessive-Compulsive Disorder (OCD)",""
0,100,3,"DERM","Uncategorized","Acne Vulgaris",""
0,100,3,"MSK","Uncategorized","Kyphosis",""
0,100,3,"MSK","Uncategorized","Lumbar Radiculopathy (Herniated Disc)",""
0,100,3,"PSYCH","Uncategorized","Obsessive-Compulsive Personality Disorder",""
0,100,3,"PSYCH","Uncategorized","Opioid Use Disorder",""
0,100,3,"ID","Uncategorized","Meningococcemia",""
0,100,3,"MSK","Uncategorized","Mechanical Low Back Pain",""
0,100,3,"HEME","Uncategorized","Chronic Lymphocytic Leukemia (CLL)",""
0,100,3,"RENAL","Uncategorized","Hyponatremia (Renal Causes)",""
0,100,3,"MSK","Uncategorized","Patellar Fracture",""
0,100,3,"RENAL","Uncategorized","Minimal Change Disease",""
0,100,3,"CV","Uncategorized","Cardiac Tamponade",""
0,100,2,"PSYCH","Uncategorized","Pyromania",""
0,100,3,"PSYCH","Uncategorized","Sedative-Hypnotic or Anxiolytic Use Disorder",""
0,100,3,"MSK","Valvular Disorders","Spinal Stenosis",""
0,100,3,"HEME","Uncategorized","Hemochromatosis",""
0,100,3,"PSYCH","Uncategorized","Stimulant Use Disorder (Cocaine, Amphetamines)",""
0,100,3,"CV","Acute Coronary Syndrome","Mitral Valve Prolapse",""
0,100,3,"HEME","Uncategorized","Microangiopathic Hemolytic Anemia",""
0,100,3,"PSYCH","Uncategorized","Substance-Induced Psychotic Disorder",""
0,100,3,"HEME","Uncategorized","Secondary Polycythemia",""
0,100,3,"PSYCH","Uncategorized","Trichotillomania (Hair-Pulling Disorder)",""
0,100,3,"HEME","Uncategorized","Transfusion Reactions",""
0,100,3,"ID","Uncategorized","Shigella",""
0,100,3,"ENDO","Uncategorized","Hypercalcemia",""
0,100,3,"CV","Vascular Disease","Venous Ulceration",""
0,100,3,"ID","Uncategorized","Campylobacter",""
0,100,3,"ID","Uncategorized","CMV Retinitis",""
0,100,3,"NEURO","Uncategorized","Brain Abscess",""
0,100,3,"MSK","Uncategorized","Patellar Tendinopathy (Jumper Knee)",""
0,100,3,"ID","Uncategorized","Erysipelas",""
0,100,3,"MSK","Uncategorized","Avascular Necrosis of the Femoral Head",""
0,100,3,"PULM","Uncategorized","Asbestosis",""
0,100,3,"ID","Uncategorized","Giardiasis",""
0,100,0,"ID","Uncategorized","Herpes Zoster Shingles Varicella",""
0,100,3,"DERM","Uncategorized","Pressure Ulcers",""
0,100,3,"PULM","Uncategorized","Carcinoid Tumor",""
0,100,3,"PULM","Uncategorized","Granulomatosis with Polyangiitis (GPA) / Wegener's",""
0,100,3,"ID","Uncategorized","Acute Otitis Media (AOM)",""
0,100,3,"PULM","Uncategorized","Idiopathic Pulmonary Fibrosis",""
0,100,3,"NEURO","Seizure Disorders","Focal (Partial) Seizure",""
0,100,3,"PULM","Uncategorized","Pneumothorax",""
0,100,3,"PULM","Uncategorized","Smoke Inhalation Injury",""
0,100,3,"CV","Hypertension","Hypertensive Crisis (Emergency and Urgency)",""
0,100,3,"ID","Infectious Diseases","Impetigo",""
0,100,3,"CV","Acute Coronary Syndrome","STEMI",""
0,100,3,"ID","Uncategorized","Measles",""
0,100,3,"DERM","Uncategorized","Angioedema",""
0,100,3,"HEME","Uncategorized","Hemolytic Disease of the Newborn (HDN)",""
0,100,3,"RENAL","Uncategorized","Acute Interstitial Nephritis",""
0,100,3,"DERM","Uncategorized","Verruca Vulgaris (Warts)",""
0,100,0,"CV","Vascular Disease","Deep Vein Thrombosis DVT",""
0,100,3,"ID","Uncategorized","Mycobacterium avium complex (MAC)",""
0,100,3,"CV","Uncategorized","Drowning / Near Drowning",""
0,100,3,"NEURO","Headaches","Post-Lumbar Puncture Headache (Post-LP Headache)",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Sinus Bradycardia",""
0,100,3,"GU","Uncategorized","Urethral Stricture",""
0,100,3,"MSK","Uncategorized","Plantar Fasciitis",""
0,100,3,"NEURO","Uncategorized","Spinal Epidural Abscess",""
0,100,3,"ID","Uncategorized","Pertussis",""
0,100,3,"NEURO","Uncategorized","Temporal (Giant Cell) Arteritis – Neurologic Manifestations",""
0,100,2,"PSYCH","Depressive Disorders","Disruptive Mood Dysregulation Disorder (DMDD)",""
0,100,3,"CV","Acute Coronary Syndrome","Hypothermia",""
0,100,3,"GU","Uncategorized","Chronic Prostatitis",""
0,100,3,"ID","Uncategorized","Roseola",""
0,100,3,"NEURO","Headaches","Tension Headache",""
0,100,3,"HEME","Uncategorized","Vitamin B12 Deficiency Anemia",""
0,100,3,"MSK","Uncategorized","Rotator Cuff Tear",""
0,100,3,"DERM","Uncategorized","Atopic Dermatitis",""
0,100,3,"HEENT","Uncategorized","Congenital Cataract",""
0,100,3,"PSYCH","Uncategorized","Bulimia Nervosa",""
0,100,3,"PSYCH","Anxiety Disorders","Agoraphobia",""
0,100,3,"DERM","Uncategorized","Contact Dermatitis (Irritant/Allergic)",""
0,100,3,"ID","Uncategorized","Sepsis / Septic Shock",""
0,100,3,"ENDO","Uncategorized","Secondary Hyperparathyroidism",""
0,100,0,"CV","Conduction Disorders / Dysrhythmias","Second Degree AV Block Mobitz I Wenckebach",""
0,100,3,"DERM","Uncategorized","Epithelial Inclusion Cyst",""
0,100,3,"CV","Acute Coronary Syndrome","Silent Ischemia",""
0,100,3,"PSYCH","Anxiety Disorders","Generalized Anxiety Disorder",""
0,100,3,"DERM","Uncategorized","Dyshidrotic Eczema (Pompholyx)",""
0,100,3,"ID","Uncategorized","Urinary Tract Infection (UTI) / Pyelonephritis",""
0,100,3,"HEME","Uncategorized","Tumor Lysis Syndrome",""
0,100,0,"RENAL","Uncategorized","Ethylene Glycol Poisoning",""
0,100,3,"HEME","Uncategorized","Transfusion-Associated Circulatory Overload (TACO)",""
0,100,3,"RENAL","Uncategorized","Horseshoe Kidney",""
0,100,3,"DERM","Uncategorized","Pityriasis Rosea",""
0,100,3,"NEURO","Headaches","Migraine Headache",""
0,100,3,"PSYCH","Depressive Disorders","Major Depressive Disorder",""
0,100,0,"CV","Uncategorized","Raynaud's Disease",""
0,100,3,"PSYCH","Anxiety Disorders","Specific Phobia",""
0,100,3,"DERM","Uncategorized","Dermatofibroma",""
0,100,3,"MSK","Uncategorized","Compression Vertebral Fracture",""
0,100,3,"CV","Vascular Disease","Acute Arterial Occlusion",""
0,100,3,"MSK","Uncategorized","Costochondritis",""
0,100,3,"CV","Congenital Heart Disease","Atrial Septal Defect (ASD)",""
0,100,3,"MSK","Uncategorized","Gout",""
0,100,3,"HEENT","Uncategorized","Viral Pharyngitis",""
0,100,3,"MSK","Uncategorized","Henoch-Schönlein Purpura",""
0,100,3,"HEENT","Infectious Diseases","Orbital Cellulitis",""
0,100,3,"PULM","Infectious Disorders","Atypical Pneumonia",""
0,100,3,"DERM","Uncategorized","Tinea Pedis (Athlete's Foot)",""
0,100,3,"DERM","Uncategorized","Seborrheic Keratosis",""
0,100,3,"GI","Colorectal Disorders","Crohn's Disease",""
0,100,3,"MSK","Uncategorized","Jones Fracture",""
0,100,3,"DERM","Uncategorized","Photosensitivity Reactions",""
0,100,3,"REPRO","Uncategorized","Vulvovaginal Candidiasis",""
0,100,3,"CV","Lipid Disorders","Dyslipidemia (Hyperlipidemia)",""
0,100,0,"MSK","Uncategorized","Legg Calve Perthes",""
0,100,3,"MSK","Uncategorized","Paget's Disease of Bone",""
0,100,3,"DERM","Uncategorized","Alopecia Areata",""
0,100,3,"HEENT","Uncategorized","Chronic Laryngitis",""
0,100,3,"HEENT","Uncategorized","Blunt Ocular Trauma / Globe Injury",""
0,100,3,"HEENT","Uncategorized","Group A Streptococcal Pharyngitis",""
0,100,0,"RENAL","Uncategorized","Hyperkalemia Electrolyte-Volume",""
0,100,3,"HEME","Uncategorized","Febrile Non-Hemolytic Transfusion Reaction",""
0,100,3,"MSK","Uncategorized","Patellar Dislocation",""
0,100,3,"RENAL","Uncategorized","Lupus Nephritis",""
0,100,3,"RENAL","Infectious Diseases","Renal Abscess",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","AV Nodal Re-entry Tachycardia (AVNRT)",""
0,100,3,"HEENT","Uncategorized","Sialolithiasis",""
0,100,3,"MSK","Uncategorized","Psoriatic Arthritis",""
0,100,3,"REPRO","Hepatic Disorders","Cesarean Delivery (Indications/Complications)",""
0,100,3,"ID","Uncategorized","Aspergillosis",""
0,100,3,"RENAL","Uncategorized","Membranous Nephropathy",""
0,100,3,"REPRO","Hypertension","Chronic Hypertension in Pregnancy",""
0,100,3,"DERM","Uncategorized","Melasma",""
0,100,3,"MSK","Uncategorized","Reactive Arthritis (Reiter Syndrome)",""
0,100,3,"REPRO","Uncategorized","Gynecomastia",""
0,100,3,"ID","Uncategorized","Coronavirus Infections",""
0,100,3,"DERM","Uncategorized","Kaposi Sarcoma",""
0,100,3,"MSK","Uncategorized","Rheumatoid Arthritis",""
0,100,3,"DERM","Uncategorized","Erythema Nodosum",""
0,100,3,"PSYCH","Depressive Disorders","Non-Suicidal Self-Injury",""
0,100,3,"MSK","Uncategorized","Spondylolysis",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Third-Degree AV Block",""
0,100,3,"DERM","Uncategorized","Basal Cell Carcinoma",""
0,100,3,"ENDO","Lipid Disorders","Hyperlipidemia",""
0,100,3,"PSYCH","Anxiety Disorders","Social Anxiety Disorder (Social Phobia)",""
0,100,3,"NEURO","Uncategorized","Bell's Palsy (Idiopathic Facial Nerve Palsy)",""
0,100,3,"NEURO","Uncategorized","Cervical Spondylotic Myelopathy",""
0,100,3,"NEURO","Uncategorized","Chronic Inflammatory Demyelinating Polyneuropathy (CIDP)",""
0,100,3,"ENDO","Uncategorized","Hypogonadism (Male)",""
0,100,3,"NEURO","Uncategorized","Concussion (Mild Traumatic Brain Injury)",""
0,100,3,"HEENT","Uncategorized","Age-Related Macular Degeneration – Dry",""
0,100,3,"NEURO","Uncategorized","Conus Medullaris Syndrome",""
0,100,3,"NEURO","Uncategorized","Idiopathic Intracranial Hypertension (Pseudotumor Cerebri)",""
0,100,3,"MSK","Uncategorized","Systemic Lupus Erythematosus – MSK Manifestations",""
0,100,3,"RENAL","Uncategorized","Minimal Change Disease (Pediatric Predominant)",""
0,100,3,"NEURO","Uncategorized","Acute Disseminated Encephalomyelitis (ADEM)",""
0,100,3,"RENAL","Uncategorized","Nephritic Syndrome",""
0,100,3,"GI","Uncategorized","Vitamin Deficiencies",""
0,100,3,"ENDO","Uncategorized","Hypogonadism (Female)",""
0,100,3,"NEURO","Cerebrovascular Disorders","Ischemic Stroke",""
